index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,CSDname,CSDuid,Pruid,latitude,longitude
S271,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-FLAVIEN,CRDITED,Ambulatory health care services,Province of Québec,,2-A, rue roberge,G0S 2M0,saint-flavien,Quebec,"2-A, rue Roberge",Saint-Flavien,2433052.0,24,46.51238,-71.59581700000000
S272,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME PLAZA,CRDITED,Ambulatory health care services,Province of Québec,,15430, boulevard lacroix,G5Y 1R7,saint-georges,Quebec,"15430, boulevard Lacroix",Saint-Georges,2429073.0,24,46.105029000000000,-70.65481700000000
S273,HÔPITAL DE SAINTE-ANNE-DE-BEAUPRÉ,"CHSGS, CLSC, CHSLD",Hospitals,Province of Québec,,11000, rue des montagnards,G0A 1E0,beaupré,Quebec,"11000, rue des Montagnards",Beaupré,2421025.0,24,47.04274,-70.900195
S274,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE SAINT-PROSPER,CRDITED,Ambulatory health care services,Province of Québec,,2574,40e rue,G0M 1Y0,saint-prosper,Quebec,"2574, 40e rue",Saint-Prosper,2428020.0,24,46.210588,-70.472965
S275,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE MADELEINE-BERGERON,CRDPM,Ambulatory health care services,Province of Québec,,1088, route de l'église,G1V 3V9,québec,Quebec,"1088, route de l'Église",Québec,2423027.0,24,46.77082,-71.295123
S276,ATELIER DE LA PLACE DE LA 80E RUE,CRDITED,Ambulatory health care services,Province of Québec,,1190,boulevard louis-xiv,G1H 6P2,québec,Quebec,"1190 boulevard Louis-XIV, loc. 175",Québec,2423027.0,24,46.869349,-71.25679000000000
S277,CENTRE D'ACTIVITÉS DE JOUR DU CENTRE COMMUNAUTAIRE EDWARD-LAVERGNE,CRDITED,Ambulatory health care services,Province of Québec,,390, rue arago ouest,G1K 2J3,québec,Quebec,"390, rue Arago Ouest, loc. 26",Québec,2423027.0,24,46.807335000000000,-71.232886
S278,CENTRE D'ACTIVITÉS DE JOUR DU PRESBYTÈRE SAINTE-CÉCILE,CRDITED,Ambulatory health care services,Province of Québec,,9150, avenue jean-paquin,G1G 4Y4,québec,Quebec,"9150, avenue Jean-Paquin",Québec,2423027.0,24,46.864052,-71.28141600000000
S279,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE LUCIE-BRUNEAU,CRDPM,Ambulatory health care services,Province of Québec,,2275, avenue laurier est,H2H 2N8,montréal,Quebec,"2275, avenue Laurier Est",Montréal,2466023.0,24,45.540229,-73.576833
S280,CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE VIGI SHERMONT,CHSLD,Nursing and residential care facilities,Province of Québec,,3220,12e avenue nord,J1H 5H3,sherbrooke,Quebec,"3220, 12e Avenue Nord",Sherbrooke,2443027.0,24,45.449356,-71.860726
S281,CENTRE DE RÉADAPTATION EN DÉPENDANCE D'AMOS,CRD,Nursing and residential care facilities,Province of Québec,,621, rue de l'harricana,J9T 2P9,amos,Quebec,"621, rue de l'Harricana",Amos,2488055.0,24,48.574601,-78.123745
S282,HÔPITAL PIERRE-BOUCHER,CHSGS,Hospitals,Province of Québec,,1333, boulevard jacques-cartier est,J4M 2A5,longueuil,Quebec,"1333, boulevard Jacques-Cartier Est",Longueuil,2458227.0,24,45.5383,-73.458792
S283,SERVICE D'AIDES TECHNIQUES ET SERVICES EXTERNES CONSTANCE-LETHBRIDGE,CRDPM,Ambulatory health care services,Province of Québec,,7005, boulevard de maisonneuve ouest,H4B 1T3,montréal,Quebec,"7005, boulevard de Maisonneuve Ouest",Montréal,2466023.0,24,45.458342,-73.634135
S284,CENTRE D'HÉBERGEMENT DE LA RIVE,CHSLD,Nursing and residential care facilities,Province of Québec,,1050,15e avenue,H7R 4N9,laval,Quebec,"1050, 15e avenue",Laval,2465005.0,24,45.56219,-73.85889500000000
S285,CENTRE D'ACTIVITÉ DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE LA GARE,CRDITED,Nursing and residential care facilities,Province of Québec,,1727, rue sainte-anne,G6L 1B8,plessisville,Quebec,"1727, rue Sainte-Anne",Plessisville,2432040.0,24,46.22664,-71.781658
S286,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE L'ISLET-SUR-MER,CRDITED,Ambulatory health care services,Province of Québec,,20, chemin des pionniers ouest,G0R 2B0,l'islet,Quebec,"20, chemin des Pionniers Ouest",L'Islet,2417078.0,24,47.126131,-70.373255
S287,CHSLD DE SAINT-LAURENT,CHSLD,Nursing and residential care facilities,Province of Québec,,1275, boulevard de la côte-vertu,H4L 4V2,montréal,Quebec,"1275, boulevard de la Côte-Vertu",Montréal,2466023.0,24,45.517002000000000,-73.679924
S288,CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE VIGI DE DEUX-MONTAGNES,CHSLD,Nursing and residential care facilities,Province of Québec,,580,20e avenue,J7R 7E9,deux-montagnes,Quebec,"580, 20e Avenue",Deux-Montagnes,2472010.0,24,45.542258000000000,-73.914874
S289,CENTRE D'HÉBERGEMENT DE SAINT-CYPRIEN,CHSLD,Nursing and residential care facilities,Province of Québec,,101-C, rue collin,G0L 2P0,saint-cyprien,Quebec,"101-C, rue Collin",Saint-Cyprien,2412005.0,24,47.89567,-69.02429600000000
S290,CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE CÔTÉ-JARDIN,CHSLD,Nursing and residential care facilities,Province of Québec,,880, avenue painchaud,G1S 0A3,québec,Quebec,"880, avenue Painchaud",Québec,2423027.0,24,46.788034,-71.261128
S291,ATELIER DE LONGUEUIL ET SERVICES EXTERNES,CRDITED,Ambulatory health care services,Province of Québec,,1219, rue maisonneuve,J4K 2S7,longueuil,Quebec,"1219, rue Maisonneuve",Longueuil,2458227.0,24,45.509214,-73.476618
S292,CENTRE D'HÉBERGEMENT DU BOISÉ,CHSLD,Nursing and residential care facilities,Province of Québec,,3690, boulevard neilson,G1W 0A9,québec,Quebec,"3690, boulevard Neilson",Québec,2423027.0,24,46.754033,-71.32139700000000
S293,CENTRE MULTISERVICES DE SANTÉ ET DE SERVICES SOCIAUX DE GATINEAU,"CHSGS, CLSC",Hospitals,Province of Québec,,777, boulevard de la gappe,J8T 8R2,gatineau,Quebec,"777, boulevard de la Gappe",Gatineau,2481017.0,24,45.483271,-75.685748
S294,SERVICE D'AIDES TECHNIQUES ET SERVICES EXTERNES ÉDITH-STRAUSS,CRDPM,Ambulatory health care services,Province of Québec,,16777, boulevard hymus,H9H 3L4,kirkland,Quebec,"16777, boulevard Hymus",Kirkland,2466102.0,24,45.450629,-73.847729
S295,CHSLD SAINT-ALEXANDRE,CHSLD,Nursing and residential care facilities,Province of Québec,,1651, rue notre-dame est,G6G 0C1,thetford mines,Quebec,"1651, rue Notre-Dame Est",Thetford Mines,2431084.0,24,46.107984,-71.27868200000000
S296,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME LETENDRE,CRDITED,Ambulatory health care services,Province of Québec,,2420, rue letendre,J2C 7E9,drummondville,Quebec,"2420, rue Letendre",Drummondville,2449058.0,24,45.871074,-72.524613
S297,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE ROBERVAL,CRJDA,Nursing and residential care facilities,Province of Québec,,200, boulevard de la jeunesse,G8H 0A1,roberval,Quebec,"200, boulevard de la Jeunesse",Roberval,2491025.0,24,48.500432,-72.228533
S298,CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION JOGUES,CRJDA,Nursing and residential care facilities,Province of Québec,,6707, rue jogues,H4E 2W7,montréal,Quebec,"6707, rue Jogues",Montréal,2466023.0,24,45.450313,-73.600633
S299,CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION FULLUM,CRJDA,Nursing and residential care facilities,Province of Québec,,2025, rue fullum,H2K 3N5,montréal,Quebec,"2025, rue Fullum",Montréal,2466023.0,24,45.530907,-73.555513
S300,CENTRE DE JOUR POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION LAJEUNESSE,CRJDA,Nursing and residential care facilities,Province of Québec,,10794, rue lajeunesse,H3L 2E8,montréal,Quebec,"10794, rue Lajeunesse",Montréal,2466023.0,24,45.555377,-73.670063
S301,CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-L'ASSOMPTION,CHSLD,Nursing and residential care facilities,Province of Québec,,16750, boulevard lacroix,G5Y 2G4,saint-georges,Quebec,"16750, boulevard Lacroix",Saint-Georges,2429073.0,24,46.097389,-70.64988000000000
S302,HÔTEL-DIEU D'ARTHAlbertaASKA,"CHSGS, CLSC, CRDITED",Hospitals,Province of Québec,,5, rue des hospitalières,G6P 6N2,victoriaville,Quebec,"5, rue des Hospitalières",Victoriaville,2439062.0,24,46.040622,-71.91498300000000
S303,CENTRE D'HÉBERGEMENT ET DE SOINS DE LONGUE DURÉE WALES,CHSLD,Nursing and residential care facilities,Province of Québec,,506,route 243,J0B 2H0,cleveland,Quebec,"506, Route 243",Cleveland,2442110.0,24,45.675424,-72.17380900000000
S304,CENTRE D'ACCUEIL LE PROGRAMME DE PORTAGE,CRD,Nursing and residential care facilities,Province of Québec,,244, chemin de la station-touristique,G0R 3N0,saint-malachie,Quebec,"244, chemin de la Station-Touristique",Saint-Malachie,2419025.0,24,46.493319,-70.709686
S305,SAINT BRIGID'S HOME,CHSLD,Nursing and residential care facilities,Province of Québec,,1645, chemin saint-louis,G1S 4M3,québec,Quebec,"1645, chemin Saint-Louis",Québec,2423027.0,24,46.784377,-71.24548400000000
S306,CENTRE D'HÉBERGEMENT DE LIMOILOU,CHSLD,Nursing and residential care facilities,Province of Québec,,1401, chemin de la canardière,G1J 0A6,québec,Quebec,"1401, chemin de la Canardière",Québec,2423027.0,24,46.836361,-71.22363300000000
S307,FOYER DE GROUPE ROXBORO,CRJDA,Nursing and residential care facilities,Province of Québec,,105,4e avenue sud,H8Y 2L6,montréal,Quebec,"105, 4e Avenue Sud",Montréal,2466023.0,24,45.507102,-73.797655
S308,CENTRE D'ACTIVITÉS DE JOUR,CRDITED,Ambulatory health care services,Province of Québec,,25, rue du parc,G5J 2L4,amqui,Quebec,"25, rue du Parc",Amqui,2407047.0,24,48.463729,-67.43435800000000
S309,POINT DE SERVICE MRC DE MATANE,CRDITED,Ambulatory health care services,Province of Québec,,91, avenue d'amours,G4W 2X5,matane,Quebec,"91, avenue D'Amours",Matane,2408053.0,24,48.845517,-67.5262
S310,POINT DE SERVICE MRC MITIS,CRDITED,Ambulatory health care services,Province of Québec,,1526, boulevard jacques-cartier,G5H 2V8,mont-joli,Quebec,"1526, boulevard Jacques-Cartier",Mont-Joli,2409077.0,24,48.58722,-68.19013300000000
S311,CENTRE D'ACTIVITÉS DE JOUR EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME F.X.-BOUCHARD,CRDITED,Ambulatory health care services,Province of Québec,,485, avenue f.x.-bouchard,G8H 1K2,roberval,Quebec,"485, avenue F.X.-Bouchard",Roberval,2491025.0,24,48.514847000000000,-72.229156
S312,LA COURTE ÉCHELLE,CRDITED,Ambulatory health care services,Province of Québec,,1900, rue sauvé est,H2B 3A8,montréal,Quebec,"1900, rue Sauvé Est",Montréal,2466023.0,24,45.566479,-73.646743
S313,HÔPITAL DU HAUT-RICHELIEU,CHSGS,Hospitals,Province of Québec,,920, boulevard du séminaire nord,J3A 1B7,saint-jean-sur-richelieu,Quebec,"920, boulevard du Séminaire Nord",Saint-Jean-sur-Richelieu,2456083.0,24,45.332523000000000,-73.270212
S314,HISTOIRE DE JOUETS,CRDITED,Ambulatory health care services,Province of Québec,,3056, chemin de la rivière-cachée,J7H 1H9,boisbriand,Quebec,"3056, chemin de la Rivière-Cachée",Boisbriand,2473005.0,24,45.623229000000000,-73.853363
S315,CASIS RIVIÈRE-ROUGE,CRDITED,Nursing and residential care facilities,Province of Québec,,602, rue de l'annonciation nord,J0T 1T0,rivière-rouge,Quebec,"602, rue de L'Annonciation Nord",Rivière-Rouge,2479037.0,24,46.414752,-74.871476
S316,JARDINS DU HAUT SAINT-LAURENT,CHSLD,Nursing and residential care facilities,Province of Québec,,4770, rue saint-félix,G3A 0K9,saint-augustin-de-desmaures,Quebec,"4770, rue Saint-Félix",Saint-Augustin-de-Desmaures,2423072.0,24,46.736941000000000,-71.378202
S317,CHSLD DE SAINT-EUGÈNE,CHSLD,Nursing and residential care facilities,Province of Québec,,2, rue de la madone,G0R 1X0,l'islet,Quebec,"2, rue de la Madone",L'Islet,2417078.0,24,47.084632,-70.336635
S318,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE BLAINVILLE,CRDPM,Ambulatory health care services,Province of Québec,,1300, boulevard du curé-lAlbertaelle,J7C 2N8,blainville,Quebec,"1300, boulevard du Curé-LAlbertaelle",Blainville,2473015.0,24,45.686873,-73.89968
S319,CENTRE D'ACTIVITÉS DE JOUR,CRDITED,Ambulatory health care services,Province of Québec,,365, boulevard sainte-anne,G5M 1E8,rimouski,Quebec,"365, boulevard Sainte-Anne",Rimouski,2410043.0,24,48.495979,-68.485473
S320,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE LONGUEUIL,CRD,Nursing and residential care facilities,Province of Québec,,1525, rue joliette,J4K 4W4,longueuil,Quebec,"1525, rue Joliette",Longueuil,2458227.0,24,45.523406,-73.495839
S321,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-JEAN-SUR-RICHELIEU,CRD,Nursing and residential care facilities,Province of Québec,,1025, boulevard du séminaire nord,J3A 1R7,saint-jean-sur-richelieu,Quebec,"1025, boulevard du Séminaire Nord",Saint-Jean-sur-Richelieu,2456083.0,24,45.337344,-73.26764
S322,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SOREL-TRACY,CRD,Nursing and residential care facilities,Province of Québec,,61, rue morgan,J3P 3B6,sorel-tracy,Quebec,"61, rue Morgan",Sorel-Tracy,2453052.0,24,46.045181,-73.08991
S323,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE SAINT-HYACINTHE,CRD,Nursing and residential care facilities,Province of Québec,,2115, boulevard casavant ouest,J2S 7E5,saint-hyacinthe,Quebec,"2115, boulevard Casavant Ouest",Saint-Hyacinthe,2454048.0,24,45.634166,-72.965905
S324,HÔTEL-DIEU DE SOREL,CHSGS,Hospitals,Province of Québec,,400, avenue de l'hôtel-dieu,J3P 1N5,sorel-tracy,Quebec,"400, avenue de l'Hôtel-Dieu",Sorel-Tracy,2453052.0,24,46.045811,-73.09563300000000
S325,CENTRE DE RÉADAPTATION EN DÉPENDANCE DE CANDIAC,CRD,Nursing and residential care facilities,Province of Québec,,210, boulevard de l'industrie,J5R 6A6,candiac,Quebec,"210, boulevard de l'Industrie, 3e ét.",Candiac,2467020.0,24,45.390813,-73.516692
S326,CENTRE DE RÉADAPTATION EN DÉFICIENCE PHYSIQUE DE NIVERVILLE,CRDPM,Ambulatory health care services,Province of Québec,,800, rue niverville,G9A 2A8,trois-rivières,Quebec,"800, rue Niverville",Trois-Rivières,2437067.0,24,46.346070000000000,-72.54780600000000
S327,CHSLD DE SAINTE-PERPÉTUE,CHSLD,Nursing and residential care facilities,Province of Québec,,22, rue des loisirs,G0R 3Z0,sainte-perpétue,Quebec,"22, rue des Loisirs",Sainte-Perpétue,2417030.0,24,47.059893,-69.92590600000000
S328,CHSLD VIGI MARIE-CLARET,CHSLD,Nursing and residential care facilities,Province of Québec,,3345, boulevard henri-bourassa est,H1H 1H6,montréal,Quebec,"3345, boulevard Henri-Bourassa Est",Montréal,2466023.0,24,45.586495,-73.649736
S329,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION L'EXPLORATEUR,CRJDA,Nursing and residential care facilities,Province of Québec,,459, rue principale,J3N 1K5,saint-basile-le-grand,Quebec,"459, rue Principale",Saint-Basile-le-Grand,2457020.0,24,45.515286000000000,-73.315253
S330,CENTRE D'HÉBERGEMENT CHAMPLAIN-DES-POMMETIERS,CHSLD,Nursing and residential care facilities,Province of Québec,,350, rue serge-pépin,J3G 0C3,beloeil,Quebec,"350, rue Serge-Pépin",Beloeil,2457040.0,24,45.591116,-73.200716
S331,CENTRE D'ACTIVITÉS DE JOUR SAINT-PATRICK,CRDITED,Ambulatory health care services,Province of Québec,,2475, rue saint-patrick,H3K 1B3,montréal,Quebec,"2475, rue Saint-Patrick",Montréal,2466023.0,24,45.481524,-73.57003400000000
S332,SERVICES À LA CLIENTÈLE 0-17 ANS,CRDITED,Ambulatory health care services,Province of Québec,,7100, boulevard champlain,H4H 1A8,montréal,Quebec,"7100, boulevard Champlain",Montréal,2466023.0,24,45.441759000000000,-73.592674
S333,LA MAISON DES AÎNÉ(E)S,CHSLD,Nursing and residential care facilities,Province of Québec,,1, rue des aînés,J6S 6M8,salAlbertaerry-de-valleyfield,Quebec,"1, rue des Aînés",SalAlbertaerry-de-Valleyfield,2470052.0,24,45.289358,-74.036705
S334,CENTRE D'ACTIVITÉS DE JOUR LA VILLA RINGFIELD,CRDITED,Ambulatory health care services,Province of Québec,,1185, avenue la sarre,G1L 3S3,québec,Quebec,"1185, avenue La Sarre",Québec,2423027.0,24,46.825988,-71.235279
S335,HÔPITAL ANNA-LAlbertaERGE,CHSGS,Hospitals,Province of Québec,,200, boulevard brisebois,J6K 4W8,châteauguay,Quebec,"200, boulevard Brisebois",Châteauguay,2467050.0,24,45.345661,-73.763446
S336,CENTRE D'ACTIVITÉS DE JOUR DU CHEMIN SAINTE-FOY,CRDITED,Ambulatory health care services,Province of Québec,,3645, chemin sainte-foy,G1X 1T1,québec,Quebec,"3645, chemin Sainte-Foy",Québec,2423027.0,24,46.763325,-71.334133
S337,CENTRE D'ACTIVITÉS DE JOUR - LOYOLA,CRDITED,Ambulatory health care services,Province of Québec,,3261, rue loyola,G1E 2R9,québec,Quebec,"3261, rue Loyola",Québec,2423027.0,24,46.852279000000000,-71.210498
S338,CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - LOUIS-XIV (1289),CRDITED,Ambulatory health care services,Province of Québec,,1289, boulevard louis-xiv,G2L 1M1,québec,Quebec,"1289, boulevard Louis-XIV, loc. C",Québec,2423027.0,24,46.875824,-71.251071
S339,CENTRE D'ACTIVITÉS DE JOUR DE QUÉBEC - VALCARTIER,CRDITED,Ambulatory health care services,Province of Québec,,11127, boulevard valcartier,G2N 1V4,québec,Quebec,"11127, boulevard Valcartier",Québec,2423027.0,24,46.853276,-71.360061
S340,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE LOUVICOURT,CRJDA,Nursing and residential care facilities,Province of Québec,,30, chemin sleepy,J9P 7H2,val-d'or,Quebec,"30, chemin Sleepy",Val-d'Or,2489008.0,24,48.075482,-77.381199
S341,CENTRE DE RÉADAPTATION POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DE ROUYN-NORANDA,CRJDA,Nursing and residential care facilities,Province of Québec,,104, chemin docteur-lemay,J9X 5T2,rouyn-noranda,Quebec,"104, chemin Docteur-Lemay",Rouyn-Noranda,2486042.0,24,48.225325,-79.021067
S342,CENTRE DE SERVICES EXTERNES POUR LES AÎNÉS DE POTTON,CHSLD,Nursing and residential care facilities,Province of Québec,,2, rue de vale perkins,J0E 1X0,potton,Quebec,"2, rue de Vale Perkins",Potton,2445030.0,24,45.049591,-72.391857
S343,CENTRE D'INTÉGRATION COMMUNAUTAIRE,CRDITED,Ambulatory health care services,Province of Québec,,2103, avenue jeanne-d'arc,H1W 3V6,montréal,Quebec,"2103, avenue Jeanne-d'Arc",Montréal,2466023.0,24,45.550431,-73.54383400000000
S344,CENTRE DE SERVICES EN READAPTATION BEAUBIEN,CRDITED,Ambulatory health care services,Province of Québec,,7085, rue beaubien est,H1M 2Y2,montréal,Quebec,"7085, rue Beaubien Est, 1er ét.",Montréal,2466023.0,24,45.593553,-73.558021
S345,SERVICE DE RÉADAPTATION SOCIALE,CRDITED,Ambulatory health care services,Province of Québec,,2030, boulevard pie-ix,H1V 2C8,montréal,Quebec,"2030, boulevard Pie-IX, bureau 218",Montréal,2466023.0,24,45.550519,-73.542567
S346,CENTRE DE SERVICES AMBULATOIRES DE SOINS PSYCHIATRIQUES WELLINGTON,CHPSY,Hospitals,Province of Québec,,4932, rue wellington,H4G 1X6,montréal,Quebec,"4932, rue Wellington",Montréal,2466023.0,24,45.456285,-73.567305
S347,CENTRE DE PÉDOPSYCHIATRIE - RÉSIDENCE DU SACRÉ-COEUR,CHSGS,Hospitals,Province of Québec,,1, avenue du sacré-coeur,G1N 2W1,québec,Quebec,"1, avenue du Sacré-Coeur",Québec,2423027.0,24,46.813282,-71.245535
S348,CENTRE D'ANIMATION,CRDITED,Ambulatory health care services,Province of Québec,,2101, avenue jeanne-d'arc,H1W 3V6,montréal,Quebec,"2101, avenue Jeanne-d'Arc",Montréal,2466023.0,24,45.550431,-73.54383400000000
S349,INSTITUT NAZARETH ET LOUIS-BRAILLE RADISSON,CRDPV,Ambulatory health care services,Province of Québec,,3800, rue radisson,H1M 1X6,montréal,Quebec,"3800, rue Radisson",Montréal,2466023.0,24,45.588836,-73.54069800000000
S350,CENTRE D'HÉBERGEMENT CHAMPLAIN-DE-LA-ROSE-BLANCHE,CHSLD,Nursing and residential care facilities,Province of Québec,,60, rue jean-maurice,J1G 1V5,sherbrooke,Quebec,"60, rue Jean-Maurice",Sherbrooke,2443027.0,24,45.398027,-71.880718
S351,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION SAINT-CLAUDE,CRJDA,Nursing and residential care facilities,Province of Québec,,110,11e rue,H7N 1T1,laval,Quebec,"110, 11e rue",Laval,2465005.0,24,45.562314,-73.695403
S352,APPARTEMENT SUPERVISÉ POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION CARTIER,CRJDA,Nursing and residential care facilities,Province of Québec,,333, boulevard cartier ouest,H7N 2J5,laval,Quebec,"333, boulevard Cartier Ouest",Laval,2465005.0,24,45.551796,-73.70858
S353,CENTRE DE RÉADAPTATION EN DÉFICIENCE INTELLECTUELLE ET EN TROUBLES DU SPECTRE DE L'AUTISME DE BERTHIERVILLE,CRDITED,Ambulatory health care services,Province of Québec,,752, rue notre-dame,J0K 1A0,berthierville,Quebec,"752, rue Notre-Dame",Berthierville,2452035.0,24,46.085272000000000,-73.184301
S354,CHSLD DOMAINE SAINT-DOMINIQUE S.E.C.,CHSLD,Nursing and residential care facilities,Province of Québec,,1045, boulevard rené-lévesque ouest,G1S 1V3,québec,Quebec,"1045, boulevard René-Lévesque Ouest",Québec,2423027.0,24,46.795013,-71.2416
S355,FOYER DE GROUPE POUR LES JEUNES EN DIFFICULTÉ D'ADAPTATION DROLET,CRJDA,Nursing and residential care facilities,Province of Québec,,11737, avenue désy,H1G 4C4,montréal,Quebec,"11737, avenue Désy",Montréal,2466023.0,24,45.611823,-73.621557
